google_name,google_latitude,google_longitude,google_maps_url,google_address,google_place_id,google_cid
Trạm thu phí nút giao ĐT.392,20.812667,106.490598,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+n%C3%BAt+giao+%C4%90T.392/data=!4m7!3m6!1s0x3135890026a9e647:0xc43de03cef2750b9!8m2!3d20.8126675!4d106.4905982!16s%2Fg%2F11zcgqnwdb!19sChIJR-apJgCJNTERuVAn7zzgPcQ?authuser=0&hl=vi&rclk=1,"RF7R+369 Trạm thu phí nút giao ĐT.392, Hà Đông, Hải Phòng, Việt Nam",ChIJR-apJgCJNTERuVAn7zzgPcQ,14140704957328216249
Trạm thu phí Đình Vũ,20.770250,106.712734,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+%C4%90%C3%ACnh+V%C5%A9/data=!4m7!3m6!1s0x314a71005a3c4ceb:0x3330734f8a3e34fe!8m2!3d20.7702505!4d106.7127341!16s%2Fg%2F11msmq9_m6!19sChIJ60w8WgBxSjER_jQ-ik9zMDM?authuser=0&hl=vi&rclk=1,"QPC7+435 Trạm thu phí Đình Vũ, Dương Kinh, Hải Phòng, Việt Nam",ChIJ60w8WgBxSjER_jQ-ik9zMDM,3688574880275379454
Trạm Thu phí Dương Kinh,20.776114,106.723902,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+D%C6%B0%C6%A1ng+Kinh/data=!4m7!3m6!1s0x314a6e29dc6eb3d7:0x47710169a3932e3d!8m2!3d20.7761144!4d106.7239025!16s%2Fg%2F11b5wkj957!19sChIJ17Nu3CluSjERPS6To2kBcUc?authuser=0&hl=vi&rclk=1,"QPGF+CHR Trạm Thu phí Dương Kinh, Dương Kinh, Hải Phòng, Việt Nam",ChIJ17Nu3CluSjERPS6To2kBcUc,5147897402288713277
Trạm Thu phí Cầu Bạch Đằng,20.862800,106.784893,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+B%E1%BA%A1ch+%C4%90%E1%BA%B1ng/data=!4m7!3m6!1s0x314a6516a7b83963:0xa757c3ce7aa9d178!8m2!3d20.8628001!4d106.7848935!16s%2Fg%2F11f9zs3z6j!19sChIJYzm4pxZlSjEReNGpes7DV6c?authuser=0&hl=vi&rclk=1,"VQ7M+4XC Trạm Thu phí Cầu Bạch Đằng, Cao Tốc Hạ Long - Hải Phòng, Liên Hòa, Quảng Ninh, Việt Nam",ChIJYzm4pxZlSjEReNGpes7DV6c,12058321818896421240
Trạm thu phí Đại Yên,20.986274,106.903306,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+%C4%90%E1%BA%A1i+Y%C3%AAn/data=!4m7!3m6!1s0x314a6005a11c24d9:0xd7b57461feb6c827!8m2!3d20.986274!4d106.9033059!16s%2Fg%2F11bbsz3fzf!19sChIJ2SQcoQVgSjERJ8i2_mF0tdc?authuser=0&hl=vi&rclk=1,"QL18, Tuần Châu, Quảng Ninh, Việt Nam",ChIJ2SQcoQVgSjERJ8i2_mF0tdc,15543457653173176359
Trạm Thu phí Việt Hưng,20.974346,106.965774,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Vi%E1%BB%87t+H%C6%B0ng/data=!4m7!3m6!1s0x314a5f00510da44b:0x11a9362fb9cc639!8m2!3d20.9743461!4d106.9657744!16s%2Fg%2F11x31s6jvz!19sChIJS6QNUQBfSjEROcac-2KTGgE?authuser=0&hl=vi&rclk=1,"XXF8+P8J Trạm Thu phí Việt Hưng, Unnamed, Road, Việt Hưng, Quảng Ninh, Việt Nam",ChIJS6QNUQBfSjEROcac-2KTGgE,79537996769838649
Trạm Thu phí Đồng Đăng,20.992671,106.987163,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+%C4%90%E1%BB%93ng+%C4%90%C4%83ng/data=!4m7!3m6!1s0x314af57ea008e279:0x16146d59e10ac602!8m2!3d20.9926713!4d106.9871633!16s%2Fg%2F11t_yq7wsh!19sChIJeeIIoH71SjERAsYK4VltFBY?authuser=0&hl=vi&rclk=1,"XXVP+3V7 Trạm Thu phí Đồng Đăng, Việt Hưng, Quảng Ninh, Việt Nam",ChIJeeIIoH71SjERAsYK4VltFBY,1591016801163724290
Trạm Thu phí Đồng Lá,21.048429,107.164898,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+%C4%90%E1%BB%93ng+L%C3%A1/data=!4m7!3m6!1s0x314af98bd82bc939:0x94e95c6b25604b7f!8m2!3d21.0484295!4d107.1648984!16s%2Fg%2F11fmd7gbzb!19sChIJOckr2Iv5SjERf0tgJWtc6ZQ?authuser=0&hl=vi&rclk=1,"25X7+9XC Trạm Thu phí Đồng Lá, Unnamed, Road, Thống Nhất, Quảng Ninh, Việt Nam",ChIJOckr2Iv5SjERf0tgJWtc6ZQ,10730209202445241215
Trạm Thu Phí Cẩm Phả,21.003101,107.327187,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+C%E1%BA%A9m+Ph%E1%BA%A3/data=!4m7!3m6!1s0x314b01ad9579ffb9:0xa12f7d8f16a2a2ec!8m2!3d21.0031012!4d107.3271867!16s%2Fg%2F11fx9h1q9d!19sChIJuf95la0BSzER7KKiFo99L6E?authuser=0&hl=vi&rclk=1,"Trần Quốc Tảng, Cửa Ông, Quảng Ninh, Việt Nam",ChIJuf95la0BSzER7KKiFo99L6E,11614640017525351148
Trạm thu phí BOT Biên Cương,21.009102,107.354951,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+BOT+Bi%C3%AAn+C%C6%B0%C6%A1ng/data=!4m7!3m6!1s0x314b0110b50af6c7:0xf737cf0c9e928f75!8m2!3d21.0091023!4d107.3549506!16s%2Fg%2F11f4m5mfl5!19sChIJx_YKtRABSzERdY-SngzPN_c?authuser=0&hl=vi&rclk=1,"2953+JXW Trạm thu phí BOT Biên Cương, Cửa Ông, Quảng Ninh, Việt Nam",ChIJx_YKtRABSzERdY-SngzPN_c,17813934504194248565
Trạm thu phí Cầu Vân Đồn,21.041403,107.382747,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+C%E1%BA%A7u+V%C3%A2n+%C4%90%E1%BB%93n/data=!4m7!3m6!1s0x314b03ffa5498117:0xda2bc81ff7abb96f!8m2!3d21.0414034!4d107.3827475!16s%2Fg%2F12hkb2zsb!19sChIJF4FJpf8DSzERb7mr9x_IK9o?authuser=0&hl=vi&rclk=1,"Cầu Vân Đồn, Vân Đồn, Quảng Ninh, Việt Nam",ChIJF4FJpf8DSzERb7mr9x_IK9o,15720878963891616111
Trạm Thu phí Đoàn Kết,21.082426,107.392871,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+%C4%90o%C3%A0n+K%E1%BA%BFt/data=!4m7!3m6!1s0x314b050056364499:0xaf8864cc5be79a0!8m2!3d21.0824258!4d107.3928713!16s%2Fg%2F11m5pj3ps9!19sChIJmUQ2VgAFSzERoHm-xUyG-Ao?authuser=0&hl=vi&rclk=1,"39JV+X4H Trạm Thu phí Đoàn Kết, Unnamed, Road, Vân Đồn, Quảng Ninh, Việt Nam",ChIJmUQ2VgAFSzERoHm-xUyG-Ao,790529398896753056
Trạm Thu phí IC Cẩm Y,21.097299,107.353365,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+IC+C%E1%BA%A9m+Y/data=!4m7!3m6!1s0x314b037ba5a30a3b:0x52e194aa37ac2820!8m2!3d21.097299!4d107.3533654!16s%2Fg%2F11vy2cgf0y!19sChIJOwqjpXsDSzERICisN6qU4VI?authuser=0&hl=vi&rclk=1,"39W3+W89 Trạm Thu phí IC Cẩm Y, Hải Hòa, Quảng Ninh, Việt Nam",ChIJOwqjpXsDSzERICisN6qU4VI,5972218039669368864
trạm thu phí sân bay Vân Đồn,21.114772,107.421038,https://www.google.com/maps/place/tr%E1%BA%A1m+thu+ph%C3%AD+s%C3%A2n+bay+V%C3%A2n+%C4%90%E1%BB%93n/data=!4m7!3m6!1s0x314b05e15f53e01d:0x2665ec4a611a5b32!8m2!3d21.114772!4d107.4210379!16s%2Fg%2F11tclypl39!19sChIJHeBTX-EFSzERMlsaYUrsZSY?authuser=0&hl=vi&rclk=1,"4C7C+WC3 trạm thu phí sân bay Vân Đồn, Vân Đồn, Quảng Ninh, Việt Nam",ChIJHeBTX-EFSzERMlsaYUrsZSY,2766877350289890098
Trạm Thu phí Tiên Yên,21.308659,107.476059,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Ti%C3%AAn+Y%C3%AAn/data=!4m7!3m6!1s0x314b23dda3f5de9f:0xdd4c320f8170c6ef!8m2!3d21.3086586!4d107.4760592!16s%2Fg%2F11s7kpk60l!19sChIJn971o90jSzER78ZwgQ8yTN0?authuser=0&hl=vi&rclk=1,"Đông Ngũ, Quảng Ninh, Việt Nam",ChIJn971o90jSzER78ZwgQ8yTN0,15946175422789633775
Trạm Thu Phí Đầm Hà,21.349225,107.552894,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+%C4%90%E1%BA%A7m+H%C3%A0/data=!4m7!3m6!1s0x314b3d4c7f5ec381:0xd8fd9d40d531e3c1!8m2!3d21.3492254!4d107.5528941!16s%2Fg%2F11tg529wns!19sChIJgcNef0w9SzERweMx1UCd_dg?authuser=0&hl=vi&rclk=1,"Quảng Tân, Quảng Ninh, Việt Nam",ChIJgcNef0w9SzERweMx1UCd_dg,15635826383080514497
Trạm Thu phí Hải Hà,21.465090,107.705819,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+H%E1%BA%A3i+H%C3%A0/data=!4m7!3m6!1s0x314b492f469c0df7:0xf8ffe4c1f81ae76f!8m2!3d21.4650905!4d107.7058191!16s%2Fg%2F11sbrbplmn!19sChIJ9w2cRi9JSzERb-ca-MHk__g?authuser=0&hl=vi&rclk=1,"FP84+28P Trạm Thu phí Hải Hà, Quảng Đức, Quảng Ninh, Việt Nam",ChIJ9w2cRi9JSzERb-ca-MHk__g,17942310962209679215
Trạm Thu phí Móng Cái,21.512378,107.949864,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+M%C3%B3ng+C%C3%A1i/data=!4m7!3m6!1s0x314b51740827bceb:0x224e407627ae1160!8m2!3d21.5123783!4d107.9498637!16s%2Fg%2F11tdmb6x85!19sChIJ67wnCHRRSzERYBGuJ3ZATiI?authuser=0&hl=vi&rclk=1,"GW6X+XW5 Trạm Thu phí Móng Cái, Móng Cái 2, Quảng Ninh, Việt Nam",ChIJ67wnCHRRSzERYBGuJ3ZATiI,2471984121689018720
Trạm Thu phí Lạng Sơn,21.686704,106.627690,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+L%E1%BA%A1ng+S%C6%A1n/data=!4m7!3m6!1s0x314aab000156b93b:0x2beda7dd5f3e863b!8m2!3d21.6867037!4d106.6276903!16s%2Fg%2F11m5qkt12t!19sChIJO7lWAQCrSjERO4Y-X92n7Ss?authuser=0&hl=vi&rclk=1,"MJPH+M3P Trạm Thu phí Lạng Sơn, Nhân Lý, Lạng Sơn, Việt Nam",ChIJO7lWAQCrSjERO4Y-X92n7Ss,3165370682338870843
Trạm Thu phí Quốc lộ 279,21.620552,106.558660,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Qu%E1%BB%91c+l%E1%BB%99+279/data=!4m7!3m6!1s0x314aa94675f122f7:0x34b7d4deee34ac21!8m2!3d21.6205522!4d106.5586596!16s%2Fg%2F11j8l2s317!19sChIJ9yLxdUapSjERIaw07t7UtzQ?authuser=0&hl=vi&rclk=1,"JHC5+6FF Trạm Thu phí Quốc lộ 279, ĐCT Bắc Giang - Lạng Sơn, Chi Lăng, Lạng Sơn, Việt Nam",ChIJ9yLxdUapSjERIaw07t7UtzQ,3798738864654560289
Trạm Thu phí Hồ Sơn,21.491010,106.371324,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+H%E1%BB%93+S%C6%A1n/data=!4m7!3m6!1s0x31355da1ee5496e7:0x7c942200f7d6e9f3!8m2!3d21.4910096!4d106.3713244!16s%2Fg%2F11j8t11bv0!19sChIJ55ZU7qFdNTER8-nW9wAilHw?authuser=0&hl=vi&rclk=1,"F9RC+CG4 Trạm Thu phí Hồ Sơn, Khu Tân Hoa, Xã, Hữu Lũng, Lạng Sơn, Việt Nam",ChIJ55ZU7qFdNTER8-nW9wAilHw,8976837344809642483
Cổng Thu Phí khu du lịch,21.270268,106.483123,https://www.google.com/maps/place/C%E1%BB%95ng+Thu+Ph%C3%AD+khu+du+l%E1%BB%8Bch/data=!4m7!3m6!1s0x3135630049e77e49:0x2c26ec8985cd6364!8m2!3d21.2702678!4d106.4831227!16s%2Fg%2F11z583_ndx!19sChIJSX7nSQBjNTERZGPNhYnsJiw?authuser=0&hl=vi&rclk=1,"7FCM+465 Cổng Thu Phí khu du lịch, Nghĩa Phương, Bắc Ninh, Việt Nam",ChIJSX7nSQBjNTERZGPNhYnsJiw,3181490262183338852
Trạm thu phí Pháp Vân,20.907514,105.861380,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+Ph%C3%A1p+V%C3%A2n/data=!4m7!3m6!1s0x3135b3eca01742e5:0xa4130783e09443d5!8m2!3d20.9075135!4d105.8613805!16s%2Fg%2F11t4928m1f!19sChIJ5UIXoOyzNTER1UOU4IMHE6Q?authuser=0&hl=vi&rclk=1,"WV46+XF4 Trạm thu phí Pháp Vân, ĐCT Pháp Vân - Cầu Giẽ, Nam Phù, Hà Nội, Việt Nam",ChIJ5UIXoOyzNTER1UOU4IMHE6Q,11822801709767607253
Trạm Thu phí Thường Tín,20.871890,105.877504,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Th%C6%B0%E1%BB%9Dng+T%C3%ADn/data=!4m7!3m6!1s0x3135b1007f7b85f9:0x8554f9d7927fa47b!8m2!3d20.87189!4d105.8775042!16s%2Fg%2F11x32vtfwm!19sChIJ-YV7fwCxNTERe6R_ktf5VIU?authuser=0&hl=vi&rclk=1,"VVCG+MH5 Trạm Thu phí Thường Tín, Hồng Vân, Hà Nội, Việt Nam",ChIJ-YV7fwCxNTERe6R_ktf5VIU,9607578609359234171
Trạm Thu phí Thường Tín,20.868904,105.881732,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Th%C6%B0%E1%BB%9Dng+T%C3%ADn/data=!4m7!3m6!1s0x3135b1817dc74dd9:0x9da1105d609dac71!8m2!3d20.8689045!4d105.8817321!16s%2Fg%2F11cr__70bj!19sChIJ2U3HfYGxNTERcaydYF0QoZ0?authuser=0&hl=vi&rclk=1,"VV9J+HM9 Trạm Thu phí Thường Tín, Đ. Trần Trọng Liêu, Hồng Vân, Hà Nội, Việt Nam",ChIJ2U3HfYGxNTERcaydYF0QoZ0,11358377728444050545
Trạm Thu phí Vạn Điểm,20.773832,105.907281,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+V%E1%BA%A1n+%C4%90i%E1%BB%83m/data=!4m7!3m6!1s0x3135b75f51b95cdf:0xc94579eb9f4867d8!8m2!3d20.7738315!4d105.9072808!16s%2Fg%2F11t6h80vl9!19sChIJ31y5UV-3NTER2GdIn-t5Rck?authuser=0&hl=vi&rclk=1,"QWF4+GWJ Trạm Thu phí Vạn Điểm, Phú Xuyên, Hà Nội, Việt Nam",ChIJ31y5UV-3NTER2GdIn-t5Rck,14503132227913148376
Trạm Thu phí Vạn Điểm,20.771890,105.909171,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+V%E1%BA%A1n+%C4%90i%E1%BB%83m/data=!4m7!3m6!1s0x3135b7001de30b51:0xf90c660c51e5dea4!8m2!3d20.7718895!4d105.9091715!16s%2Fg%2F11x34dmt56!19sChIJUQvjHQC3NTERpN7lUQxmDPk?authuser=0&hl=vi&rclk=1,"QWC5+QM3 Trạm Thu phí Vạn Điểm, Phú Xuyên, Hà Nội, Việt Nam",ChIJUQvjHQC3NTERpN7lUQxmDPk,17945830818264243876
Trạm thu phí KCN HANSSIP,20.707464,105.917503,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+KCN+HANSSIP/data=!4m7!3m6!1s0x3135c9001ef79719:0x1913210523375b82!8m2!3d20.707464!4d105.917503!16s%2Fg%2F11ykbk5m_4!19sChIJGZf3HgDJNTERgls3IwUhExk?authuser=0&hl=vi&rclk=1,"PW49+X2 Trạm thu phí KCN HANSSIP, Đại Xuyên, Hà Nội, Việt Nam",ChIJGZf3HgDJNTERgls3IwUhExk,1806824181455084418
Trạm Thu phí Đại Xuyên 2,20.702110,105.912933,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+%C4%90%E1%BA%A1i+Xuy%C3%AAn+2/data=!4m7!3m6!1s0x3135c9c843d7bc87:0x458a68499497e820!8m2!3d20.7021099!4d105.9129332!16s%2Fg%2F11c55c47hr!19sChIJh7zXQ8jJNTERIOiXlEloikU?authuser=0&hl=vi&rclk=1,"PW27+R5V Trạm Thu phí Đại Xuyên 2, Đại Xuyên, Hà Nội, Việt Nam",ChIJh7zXQ8jJNTERIOiXlEloikU,5010932200637982752
Trạm Thu phí Nam Cầu Giẽ,20.665174,105.916606,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Nam+C%E1%BA%A7u+Gi%E1%BA%BD/data=!4m7!3m6!1s0x3135c91b4d6f893d:0xcbf527d56e0a48c2!8m2!3d20.6651745!4d105.9166062!16s%2Fg%2F11b8_7fycf!19sChIJPYlvTRvJNTERwkgKbtUn9cs?authuser=0&hl=vi&rclk=1,"Duy Hà, Ninh Bình, Việt Nam",ChIJPYlvTRvJNTERwkgKbtUn9cs,14696696756621166786
Trạm thu phí Vực Vòng,20.645327,105.938495,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+V%E1%BB%B1c+V%C3%B2ng/data=!4m7!3m6!1s0x3135c8c4696d9405:0xab4b04822cdab6c!8m2!3d20.6453272!4d105.9384953!16s%2Fg%2F11c1pg6w5b!19sChIJBZRtacTINTERbKvNIkiwtAo?authuser=0&hl=vi&rclk=1,"JWWQ+49Q Trạm thu phí Vực Vòng, Đồng Văn, Ninh Bình, Việt Nam",ChIJBZRtacTINTERbKvNIkiwtAo,771435260055235436
Trạm Thu Phí Phú Thứ,20.578560,105.950111,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+Ph%C3%BA+Th%E1%BB%A9/data=!4m7!3m6!1s0x3135cf0047cad58b:0x8de9bde7b0011027!8m2!3d20.5785603!4d105.9501106!16s%2Fg%2F11z87mpqrj!19sChIJi9XKRwDPNTERJxABsOe96Y0?authuser=0&hl=vi&rclk=1,"HWHX+7Q3 Trạm Thu Phí Phú Thứ, Phú Hoàn, Hà Nam, Ninh Bình, Việt Nam",ChIJi9XKRwDPNTERJxABsOe96Y0,10225913231709376551
Trạm thu phí Liêm Tuyền (Hà Nội ra Phủ Lý),20.540081,105.947552,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+Li%C3%AAm+Tuy%E1%BB%81n+%28H%C3%A0+N%E1%BB%99i+ra+Ph%E1%BB%A7+L%C3%BD%29/data=!4m7!3m6!1s0x3135cf00247c475f:0xe1fd7be223d7f535!8m2!3d20.5400813!4d105.9475521!16s%2Fg%2F11ms_1ptvy!19sChIJX0d8JADPNTERNfXXI-J7_eE?authuser=0&hl=vi&rclk=1,"Trạm thu phí Liêm Tuyền, ĐCT Cầu Giẽ - Ninh Bình, Liêm Tuyền, Ninh Bình, Việt Nam",ChIJX0d8JADPNTERNfXXI-J7_eE,16284308038835762485
Trạm thu phí Liêm Tuyền,20.539974,105.948268,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+Li%C3%AAm+Tuy%E1%BB%81n/data=!4m7!3m6!1s0x3135cf5b5f2e87a7:0x2012c7d06b97107e!8m2!3d20.5399736!4d105.9482681!16s%2Fg%2F11n5twjhgc!19sChIJp4cuX1vPNTERfhCXa9DHEiA?authuser=0&hl=vi&rclk=1,"GWQX+X8J Trạm thu phí Liêm Tuyền, CT01, Liêm Tuyền, Ninh Bình, Việt Nam",ChIJp4cuX1vPNTERfhCXa9DHEiA,2311129256766673022
Trạm thu phí Liêm Tuyền (Lối vào đi nam),20.538149,105.947656,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+Li%C3%AAm+Tuy%E1%BB%81n+%28L%E1%BB%91i+v%C3%A0o+%C4%91i+nam%29/data=!4m7!3m6!1s0x3135cf00251bf2e1:0xffc26a413b917e71!8m2!3d20.5381492!4d105.9476564!16s%2Fg%2F11ytnmg9f0!19sChIJ4fIbJQDPNTERcX6RO0Fqwv8?authuser=0&hl=vi&rclk=1,"Trạm thu phí Liêm Tuyền, ĐCT Cầu Giẽ - Ninh Bình, Phủ Lý, Ninh Bình, Việt Nam",ChIJ4fIbJQDPNTERcX6RO0Fqwv8,18429409453558300273
Trạm Thu phí Cầu Yên Lệnh,20.658939,106.048984,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+Y%C3%AAn+L%E1%BB%87nh/data=!4m7!3m6!1s0x3135c700037e47a5:0x32dc3f5499b24201!8m2!3d20.6589395!4d106.0489839!16s%2Fg%2F11x0pqc_4x!19sChIJpUd-AwDHNTERAUKymVQ_3DI?authuser=0&hl=vi&rclk=1,"Trạm thu phí, QL38, Sơn Nam, Hưng Yên, Việt Nam",ChIJpUd-AwDHNTERAUKymVQ_3DI,3664873829361140225
Trạm Thu phí Cầu Thái Hà,20.590872,106.139251,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+Th%C3%A1i+H%C3%A0/data=!4m7!3m6!1s0x3135c3c1308dd109:0x7934f11c17ad2f12!8m2!3d20.5908723!4d106.1392512!16s%2Fg%2F11h7c_48pr!19sChIJCdGNMMHDNTEREi-tFxzxNHk?authuser=0&hl=vi&rclk=1,"H4RQ+8PR Trạm Thu phí Cầu Thái Hà, Long Hưng, Hưng Yên, Việt Nam",ChIJCdGNMMHDNTEREi-tFxzxNHk,8733870680336838418
Trạm Thu phí Mỹ Lộc,20.447509,106.119748,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+M%E1%BB%B9+L%E1%BB%99c/data=!4m7!3m6!1s0x3135ddc84cbe6d71:0xa282c51b7390d023!8m2!3d20.4475087!4d106.1197479!16s%2Fg%2F11c0xrzq1c!19sChIJcW2-TMjdNTERI9CQcxvFgqI?authuser=0&hl=vi&rclk=1,"C4X9+2V5 Trạm Thu phí Mỹ Lộc, Mỹ Lộc, Ninh Bình, Việt Nam",ChIJcW2-TMjdNTERI9CQcxvFgqI,11710138702810370083
Trạm thu phí mỹ lộc phải,20.445920,106.121139,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+m%E1%BB%B9+l%E1%BB%99c+ph%E1%BA%A3i/data=!4m7!3m6!1s0x3135dd0030abfb55:0xbcf92da8cc3ccd55!8m2!3d20.4459204!4d106.1211387!16s%2Fg%2F11yy46lxkl!19sChIJVfurMADdNTERVc08zKgt-bw?authuser=0&hl=vi&rclk=1,"C4WC+9F6 Trạm thu phí mỹ lộc phải, Mỹ Lộc, Ninh Bình, Việt Nam",ChIJVfurMADdNTERVc08zKgt-bw,13616965151335697749
Trạm thu phí Tân Đệ,20.440887,106.223588,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+T%C3%A2n+%C4%90%E1%BB%87/data=!4m7!3m6!1s0x3135e6ea3d4784bd:0xf5015703175debd5!8m2!3d20.440887!4d106.223588!16s%2Fg%2F12hmqw0ky!19sChIJvYRHPermNTER1etdFwNXAfU?authuser=0&hl=vi&rclk=1,"Trần Anh Tông, Tân Đệ, Tân Thuận, Hưng Yên, Việt Nam",ChIJvYRHPermNTER1etdFwNXAfU,17654487685057604565
Trạm Thu phí Đông Hưng,20.558820,106.368051,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+%C4%90%C3%B4ng+H%C6%B0ng/data=!4m7!3m6!1s0x3135f1b207fca00d:0x428ce67d76d2a404!8m2!3d20.5588202!4d106.3680508!16s%2Fg%2F11jn_wbm53!19sChIJDaD8B7LxNTERBKTSdn3mjEI?authuser=0&hl=vi&rclk=1,"H959+G6F Trạm Thu phí Đông Hưng, Unnamed, Road, Đông Hưng, Hưng Yên, Việt Nam",ChIJDaD8B7LxNTERBKTSdn3mjEI,4795461129781552132
Trạm thu phí BOT Thanh Nê,20.391519,106.430129,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+BOT+Thanh+N%C3%AA/data=!4m7!3m6!1s0x3135fdf354a1c3cd:0xc78a788faffd3965!8m2!3d20.3915191!4d106.4301286!16s%2Fg%2F11t89zzh6d!19sChIJzcOhVPP9NTERZTn9r494isc?authuser=0&hl=vi&rclk=1,"kiến xương, Kiến Xương, Hưng Yên, Việt Nam",ChIJzcOhVPP9NTERZTn9r494isc,14378437318861994341
Trạm thu phí BOT Thanh Nê số 1,20.390902,106.429265,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+BOT+Thanh+N%C3%AA+s%E1%BB%91+1/data=!4m7!3m6!1s0x3135fd1395fa014d:0x76157f976340ff43!8m2!3d20.3909019!4d106.429265!16s%2Fg%2F11t8cl78zb!19sChIJTQH6lRP9NTERQ_9AY5d_FXY?authuser=0&hl=vi&rclk=1,"9CRH+9P6 Trạm thu phí BOT Thanh Nê số 1, QL39B, Kiến Xương, Hưng Yên, Việt Nam",ChIJTQH6lRP9NTERQ_9AY5d_FXY,8508847359168413507
Trạm Thu Phí BOT Đường ven biển Thái Bình,20.301291,106.562304,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+BOT+%C4%90%C6%B0%E1%BB%9Dng+ven+bi%E1%BB%83n+Th%C3%A1i+B%C3%ACnh/data=!4m7!3m6!1s0x314a01005b281263:0x354e6f64f86a2779!8m2!3d20.3012915!4d106.5623037!16s%2Fg%2F11xlb4076x!19sChIJYxIoWwABSjEReSdq-GRvTjU?authuser=0&hl=vi&rclk=1,"8H26+GW7 Trạm Thu Phí BOT Đường ven biển Thái Bình, Hưng Phú, Hưng Yên, Việt Nam",ChIJYxIoWwABSjEReSdq-GRvTjU,3841130011648731001
Trạm thu phí Cầu Giẽ - Ninh Bình Cao Bồ,20.288720,106.014311,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+C%E1%BA%A7u+Gi%E1%BA%BD+-+Ninh+B%C3%ACnh+Cao+B%E1%BB%93/data=!4m7!3m6!1s0x3136770157334279:0x1084a55910f950dc!8m2!3d20.2887201!4d106.0143112!16s%2Fg%2F11bx1___2x!19sChIJeUIzVwF3NjER3FD5EFmlhBA?authuser=0&hl=vi&rclk=1,"ĐCT Cầu Giẽ - Ninh Bình, Ý Yên, Ninh Bình, Việt Nam",ChIJeUIzVwF3NjER3FD5EFmlhBA,1190258003488100572
